Hotel_name,name,rating,review
Goodrich Suites,Mike R,1.0,"Don't let the 5-star rating fool you. I've stayed in other 5-star hotels in Jakarta, and this one is a 3-star at best. My experience here was rather disappointing, and here's why:

Noise
The hotel is located right next to a highway, which evidently is used for illegal bike racing at night. Imagine trying to get some sleep only to be rudely awakened by the deafening screams of heavily modified underbone bikes zooming past until the wee hours of the morning. There is no soundproofing in the windows, which means you'll be hardpressed to get a good night's sleep.
Once you actually do manage to fall asleep, the dawn prayer call from the nearby mosque is loud enough to wake you once again.

Fittings & Furniture
The furniture is mediocre, and the fittings are in dire need of repair.
- Thin, tiny pillows on a king-sized bed
- Shower temperature goes from freezing cold to scalding hot and back to cold. no matter how you set it
- Lights are extremely dim, some don't work
- The mini-fridge in my room didn't work and had to be replaced
- Curtains had cigarette burn marks, and smell like they haven't been washed in months
- Closet smelled like wet dog for some reason

Restaurant/Buffet breakfast
- Buffet is pedestrian with limited choice
- On my second day I was told they are not serving a buffet and I had to choose between 'Asian' and 'American' breakfast. The 'American' breakfast was 2 pieces of cheap bread, one slice of beef bacon, mushrooms, half a tomato with a quarter slice of Kraft cheese on it, and some fruit.

Staff
- The staff was pleasant, but Room Service is quite slow. I had to call 3 times just to get a bucket of ice delivered. It took them over an hour.

Overall I wouldn't recommend this hotel as there are much nicer ones in Jakarta for the price."
Goodrich Suites,Dian Onno,1.0,"Booked the ballroom for a dinner event, very dissapointed with the food and slow service. I don't blame the waiters there I think they are freelancers specially hired for the event, but I did put the blame on the service quality standard. The food was terrible, rice was dry, we paid 500k± for a plate of mediocre food. Even the 50k nasi kotak we had for lunch event was better. There were no glass served at the drink station. When the guests arrived, the food wasn't served yet, and the guests were actually came late! and still the food not ready. Very unpleasant and humiliating experience to our guests. Will not book here will not reccomend either. We don't use the rooms, btw so I can only comment on the food and banquet service. Still can't believe that this is a 5-star hotel."
Goodrich Suites,Andreas Reyan,5.0,"Great hotel for your vacation or staycation, Goodrich offers a luxury room with a very reasonable price. The room is super clean, the bathroom is pleasant and the bed is comfortable. It is a very recommended place to stay with your family, your S.O., or even solo traveling."
Goodrich Suites,Nicholas Kristian,1.0,very noisy with the sound of motorbikes racing from midnight to morning.  especially weekends are not suitable for those looking for peace and rest at this hotel
Hotel Gran Mahakam,Samuel Halim,5.0,"I love small luxurious hotel like Gran Mahakam which is strategically located and surrounded by lots of foods, drinks, hanging out places
.
Organized several events here and found the helpful and friendly staffs from inside out. Never stayed in the room tho
.
Food is ok. Coffee is great"
Hotel Gran Mahakam,Mr T,5.0,"I stayed in this hotel for a day. The staffs are friendly and had attended to all our needs. I had booked the room on the 6th floor. So I had a pretty good view for the vicinity. The rooftop swimming pool also had a calm feeling to it. I had the morning buffet in the hotel and I can confidently say, it’s one of the best I’ve eaten so far. I would recommend this hotel to everyone."
Hotel Gran Mahakam,pendri anto,4.0,"Hadir ke hotel ini sebagai partisipan UK-INDONESIA HEALTH GENOMIC S FORUM 2023 di ruang magnolia.

Overall good view and place.
Grateful to attended here for above event, with minor suggestion for the hotel's management, especially on meal's menus that offer to their custmers.

Hope the hotel management comply with regulation run on Indonesia especially on labelling halal on non halal meals (UU JPH) so moslem customer have an option on that.

Become a Moslem friendly hotel."
Hotel Gran Mahakam,Nadiah Ismahsari,5.0,"A classic, old boutique hotel. The room is a bit smaller but super comfortable. Breakfast didn't have too many choices but was all delicious. Excellent service and hospitality. Couldn't ask for more it was a very pleasant stay."
Hotel Gran Mahakam,Hafiz Hassan,5.0,Hands down the best hotel that I’ve experienced by far. Awesome service from their friendliest staff. Will definitely repeat our stay here!
Hotel Gran Mahakam,Gavin Young,5.0,"The Hotel Gran Mahakam is a must stay in Jakarta. From the time you book in until the time you check out the location and staff are amazing. We booked the Gran Mahakam Suite, which was well worth every cent. The pool area is small but still fantastic.

Blok M shopping right outside and the MRT a short walk and can take you where you need to go.

Overall, you will not be disappointed at all if you decide to stay at the Hotel Gran Mahakam     "
Hotel Gran Mahakam,Muhammad Fauzi,5.0,"I recently had the pleasure of staying at Hotel Gran Mahakam, and I must say, it exceeded my expectations in every way. Located in a prime area, this hotel offers a unique concept that combines luxury, convenience, and a culinary adventure all in one.

Let's start with the concept. Hotel Gran Mahakam stands out from other hotels in the area due to its distinctive design and ambiance. The interior decor is a perfect blend of contemporary elegance and traditional Indonesian elements, creating a warm and welcoming atmosphere. From the moment I entered the lobby, I was greeted by friendly staff members who made me feel right at home.

One of the standout features of this hotel is its strategic location. Situated in a vibrant neighborhood, it is surrounded by numerous food corners, offering a plethora of dining options just steps away. Whether you're craving local delicacies, international cuisine, or something in between, you'll find it all within a short walking distance from the hotel. This proximity to various food options allows guests to explore and indulge in the vibrant culinary scene of the city.

Now, let's talk about the dining experience at the hotel's restaurant. The resto at Hotel Gran Mahakam is an absolute delight for food enthusiasts. The menu features an impressive array of dishes that cater to different tastes and preferences. From traditional Indonesian favorites to international specialties, the restaurant offers a diverse selection that guarantees to please even the most discerning palates.

In addition to the delectable food, the restaurant's ambiance was delightful. The cozy yet elegant setting provided a relaxed atmosphere that was perfect for enjoying a meal. The staff members were attentive and knowledgeable, ready to offer recommendations and ensure that my dining experience was exceptional."
Hotel Gran Mahakam,Kristalicia Rizki,5.0,"I had a meeting here. The room is nice, clean, and spacious. The food is great and delicious. Strategic place. The staffs are all very helpful."
Hotel Gran Mahakam,SATYA IRCHAM ALAM,4.0,"Just like what you expected for 5 stars hotel. Nice place, good restaurant overall

Nearby activities: Near Blok M area"
Hotel Gran Mahakam,Dinobread,5.0,"The staff here are very friendly, the location is also strategic its close to block m. The room is fancy and nice and for every room you booked you get two coupon for free drinks for you to go exchange at the bar and the food here is also delicious"
Hotel Gran Mahakam,Nadia Malvina,5.0,"The hotel is really nice. It's affordable, very luxurious, the staffs are very friendly, and they also have good foods. Thank you so much ♥️"
Hotel Gran Mahakam,Adhiatma Gumbira,4.0,"Loc ok, but motorcycle is prohibited crossing lobby even for droping a guest. Thanks"
Hotel Gran Mahakam,Alex Lee,4.0,"Nice location, just be careful huge traffic gets into this hotel."
Hotel Gran Mahakam,Agus Hadijanto,3.0,"Quick service, I asked additional mineral drinking water in the room, it was brought quickly. The ceiling of the room was very low. The dim sum for the breakfast appeared very long"
Hotel Gran Mahakam,Trip.com Member,,"One of the best boutique hotel stay in Jakarta! My wife and me stayed almost 10 days and we enjoyed the daily breakfast buffet very much as it taste like home-cooking! The location is also very convenient and in the evening, the side streets come alive with so many local street food vendors! The service of reception and concierge are very warm and welcoming too!"
Hotel Gran Mahakam,Harry N.P. Danardojo,4.0,Clean hotel - in house staff - good food - good internet - parking is sometimes challenging
Hotel Gran Mahakam,Trip.com Member,,"Everytime I visit Jakarta Gran Mahakam hotel is our preferred choice! Consitent good service, attentive staffs, clean and very good  authentic local breakfast  that changes everyday!"
Hotel Gran Mahakam,Sita Sotelo,5.0,"Nice room, friendly staffs, delicious buffet. Yum...yum..."
Hotel Gran Mahakam,Umesh Pai,5.0,"Exceptional service by the hotel management and staff. When I landed in the hotel after my long trip they told me they upgraded me to the next level. They take every effort to service their guest and entertain them. Highly recommend to stay in this hotel if you are solo or with family. Great room with very comfortable bed, food and amenities."
Hotel Gran Mahakam,Aloysius Purwa,5.0,An old well kept city hotel goid to stay if your business is on the south part of Jakarta
Hotel Gran Mahakam,Swathi,5.0,"My stay was a combination of quarantine and normal stay. Easily the best quarantine food I have had so far. Delightful desserts included too!

The hotel was not fully open due to CoVID closure of the spa and limited pool service.

However everything else was delightful. The staff and service was amazing, they assisted swiftly on all matters. The food at the restaurant was delicious.  For guests with breakfast options, they even had complimentary in room breakfast."
Hotel Gran Mahakam,Robert Gow,4.0,"Old boutique hotel but very well maintained. Reception, concierge, restaurant, housekeeping and security staff ALL very polite and helpful.
In-room amenities are complete . I stayed in a standard room then later upgraded to deluxe suite and found the bedding in both very comfortable. There were insufficient number of power outlets accommodate my laptop and chargers for tablet and phone, so I purchased a cable extension at the Block-M Mall which is conveniently located 200 meters from the hotel.
I can highly recommend the Gran Mahakam Hotel for both business and family travel."
Hotel Gran Mahakam,Christian Leonard Lukito,5.0,Went there for a wedding. The food was superb!
Hotel Gran Mahakam,Oggi Gunadi,5.0,"Outstanding service from the first sight. First impression was made by security, valet and bell boy who greet us and assist our luggage, Door girl greet and escort to reception and staff were professionally manner with their smile during assistance. Found the room was well maintain and sanitized label are placed, It creates comfort during the stay @oggihotelreview"
Hotel Gran Mahakam,Trip.com Member,,Gran Mahakam is my preferred hotel everytime I come to Jakarta to visit my in-laws! Consistently good and friendly service and yummy local breakfast always! We feel like home staying in this hotel!
Hotel Gran Mahakam,Fifi Muliadi,5.0,"When I was working, I frequently visited the hotel for meeting, doing lunches and dinners. I have always like this very specialized boutique hotel. And I had my wedding reception there as well handled by Hadi Praja, everything was on point, fantastic, from check in to wedding reception until check out, with my guests all praising the good food and great valet service. The only complaint from them is the access to the hotel on a Saturday night was heavy traffic. Thank you Gran Mahakam"
Hotel Gran Mahakam,Tummy Mate,4.0,"Been here for 1 night stay at junior suite using voucher from Tada. We are so comfortable and satisfied with the room. Breakfast is really good at taste but it's not really much choice as the other 5 star hotel. Overall the experience staying at Gran Mahakam is very good especially for super hospitable and helpful staff.

Hotel type : Classic, modern and elegant
Room : Good and well maintenance.
Breakfast : All the dishes are delicious.
Facility : Pool and sauna not really big. But it's useful and clean.
Staff : Very welcoming and helpful
Location : Near Mall Blok M plaza, Taman Mahakam, MRT Station and lot of street food around hotel.
Suggestions : I would say this hotel is perfect choice for business trip or work gathering.

Notes : I booked the room 1 week before arrival, but when i check in at 03.00pm, the room is not ready yet, and need to wait almost 1 hour until we can go to our room. But we get late check out at 01.00pm."
Hotel Gran Mahakam,Nayana Khalil Paniskara,5.0,"Thank you for providing Sweelee event for 3 days. Compliment for Mr. Amir, Mr. Aldi, receptionist team, banquet team, restaurant team and security. Thanks for your warm hospitality and always listening what we need. Regards from Sweelee Musika Jakarta."
Hotel Gran Mahakam,Gendisa Giyanto,5.0,"I'm speechless how the hotel remains as beautiful as the first time I stayed here so many years ago, well done   It's so cozy and clean, a very typical gorgeous boutique hotel u shouldn't miss!

Nearby activities: Million of renowned great culinary of Jakarta. Just a stone throw away from the hotel!"
Hotel Gran Mahakam,Monica Marla,5.0,"Very good place, service any beautiful moment"
